year,rainfall_mm,avg_temp_c,fertiliser_use_kg_ha,yield_tonnes_ha,temperature_stress,input_intensity,log_area,season_enc,crop_Cassava,crop_Coffee,crop_Maize,crop_Potatoes,crop_Rice,crop_Sorghum,crop_Tea,crop_Wheat,seed_variety_Improved Traditional,seed_variety_Traditional,rainfall_category_Semi-Arid,rainfall_category_Sub-Humid,rainfall_category_Humid,county_avg_yield
1990,634.1,18.8,87.5,1.77,0,6.5104,2.67000213346468,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3.973
1990,666.1,18.7,87.5,2.58,0,17.1233,1.809926773183504,0,0,0,1,0,0,0,0,0,1,0,1,0,0,3.973
1990,405.2,20.0,87.5,0.99,0,145.8333,0.4700036292457356,0,0,0,0,1,0,0,0,0,1,0,1,0,0,3.973
1990,887.9,17.0,43.6,1.03,0,3.0769,2.719319793360441,1,0,0,0,0,0,0,0,0,0,0,0,1,0,2.798
1990,867.2,15.1,43.6,1.14,0,7.5563,1.9125010869241836,1,0,0,1,0,0,0,0,0,0,1,0,1,0,2.798
1990,568.3,16.2,43.6,1.15,0,4.6681,2.336019869080283,1,0,0,0,0,0,0,1,0,0,0,1,0,0,2.798
1990,437.2,17.5,43.6,0.2,0,3.1895,2.6858045921548905,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2.798
1990,474.9,17.9,43.6,0.53,0,4.2537,2.4203681286504293,0,0,0,1,0,0,0,0,0,0,0,1,0,0,2.798
1990,418.8,18.4,43.6,0.58,0,7.4786,1.9213246735826988,0,0,0,0,0,0,0,1,0,0,1,1,0,0,2.798
1990,720.8,18.1,144.8,2.57,0,28.1165,1.8164520818184267,1,0,0,0,0,0,0,0,0,1,0,0,1,0,2.502
1990,1027.7,18.0,144.8,5.26,0,14.6856,2.3850863145057892,1,0,0,1,0,0,0,0,0,0,0,0,0,1,2.502
1990,662.5,16.9,144.8,1.5,0,10.2841,2.71336936257981,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2.502
1990,413.7,17.6,144.8,0.78,0,11.7247,2.5915163848462583,0,0,0,1,0,0,0,0,0,0,1,1,0,0,2.502
1990,1528.8,18.6,144.1,2.78,0,10.6268,2.67827804276854,1,0,0,0,0,0,0,0,0,1,0,0,0,1,2.346
1990,699.9,20.4,144.1,4.85,0,13.0644,2.4874035299865875,1,0,0,1,0,0,0,0,0,0,0,1,0,0,2.346
1990,903.4,19.3,144.1,2.87,0,73.1472,1.0885619528146082,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2.346
1990,686.3,17.5,144.1,2.62,0,14.4824,2.3933394562625097,0,0,0,1,0,0,0,0,0,0,1,1,0,0,2.346
1990,991.3,17.1,86.1,1.04,0,8.6794,2.390595970316759,1,0,0,0,0,0,0,0,0,0,1,0,1,0,2.552
1990,1385.9,17.5,86.1,3.69,0,19.7931,1.6770965609079151,1,0,0,1,0,0,0,0,0,0,0,0,0,1,2.552
1990,963.2,18.2,86.1,1.82,0,7.1631,2.5664866367804233,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2.552
1990,780.1,16.8,86.1,1.33,0,18.8403,1.7173950539391927,0,0,0,1,0,0,0,0,0,0,1,0,1,0,2.552
1990,1094.0,17.9,111.0,1.76,0,7.671,2.738902664584975,1,0,0,0,0,0,0,0,0,1,0,0,0,1,2.398
1990,1023.1,18.9,111.0,2.7,0,8.6449,2.6275629501895237,1,0,0,1,0,0,0,0,0,0,0,0,0,1,2.398
1990,615.7,18.9,111.0,0.33,0,12.6568,2.2793164660546914,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2.398
1990,783.1,17.0,111.0,2.42,0,43.8735,1.2612978709452054,0,0,0,1,0,0,0,0,0,1,0,0,1,0,2.398
1990,1230.5,20.3,60.8,1.54,0,10.648,1.9035989509835904,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1.579
1990,910.7,19.4,60.8,2.12,0,7.6865,2.187174241482718,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1.579
1990,988.4,19.0,60.8,0.98,0,5.6929,2.457877977400081,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1.579
1990,715.2,17.6,60.8,0.85,0,6.8391,2.2915241456346207,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1.579
1990,827.4,14.9,109.0,0.99,0,115.9574,0.6626879730752367,1,0,0,0,0,0,0,0,0,0,1,0,1,0,3.983
1990,767.7,16.6,109.0,3.15,0,9.3482,2.5384474167160302,1,0,0,1,0,0,0,0,0,0,0,0,1,0,3.983
1990,704.8,19.9,109.0,3.51,0,9.8821,2.4874035299865875,1,0,0,0,0,0,0,1,0,0,1,0,1,0,3.983
1990,919.1,17.5,109.0,8.05,0,9.0607,2.567254391136754,1,0,0,0,1,0,0,0,0,0,0,0,1,0,3.983
1990,317.6,16.1,109.0,0.33,0,39.3502,1.3270750014599193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.983
1990,648.7,15.1,109.0,1.45,0,10.8242,2.4042387467205457,0,0,0,1,0,0,0,0,0,0,1,1,0,0,3.983
1990,870.9,15.4,109.0,5.43,0,19.258,1.8961194845522977,0,0,0,0,0,0,0,1,0,0,0,0,1,0,3.983
1990,556.2,19.2,109.0,2.81,0,14.2857,2.1552445050953364,0,0,0,0,1,0,0,0,0,0,0,1,0,0,3.983
1990,684.2,15.9,107.4,0.72,0,11.0608,2.3711778844596574,1,0,0,0,0,0,0,0,0,0,1,1,0,0,2.733
1990,990.1,17.6,107.4,4.81,0,10.6866,2.402430427963762,1,0,0,1,0,0,0,0,0,1,0,0,1,0,2.733
1990,1042.7,17.6,107.4,1.42,0,7.6008,2.7166795278002644,1,0,0,0,0,0,0,1,0,0,1,0,0,1,2.733
1990,960.1,16.8,107.4,2.54,0,7.5901,2.7180005319553784,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2.733
1990,791.9,17.4,107.4,1.88,0,32.1557,1.4678743481123135,0,0,0,1,0,0,0,0,0,1,0,0,1,0,2.733
1990,745.6,18.6,107.4,2.71,0,8.7246,2.58851563240702,0,0,0,0,0,0,0,1,0,0,0,0,1,0,2.733
1990,616.2,17.1,50.7,1.05,0,4.543,2.498151876538021,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1.242
1990,577.4,17.1,50.7,0.75,0,4.4552,2.5160822672564502,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1.242
1990,493.7,15.2,50.7,1.59,0,3.9151,2.6354795082673745,1,0,0,0,0,0,0,1,0,1,0,1,0,0,1.242
1990,886.5,15.5,50.7,1.47,0,25.35,1.0986122886681098,1,0,1,0,0,0,0,0,0,1,0,0,1,0,1.242
1990,565.1,15.4,50.7,0.7,0,8.2573,1.965712776351493,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1.242
1990,394.9,15.3,50.7,0.42,0,3.5504,2.7265447837383743,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1.242
1990,584.2,13.8,50.7,0.94,0,4.9463,2.4203681286504293,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1.242
1990,542.4,16.8,50.7,0.82,0,27.8571,1.0367368849500223,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1.242
1990,394.8,20.1,59.9,0.29,0,10.7156,1.8855533485144158,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1.371
1990,911.9,17.5,59.9,2.34,0,5.5773,2.4630018143999504,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1.371
1990,881.4,17.4,59.9,2.08,0,4.0473,2.760009940032921,1,0,0,0,0,0,0,1,0,1,0,0,1,0,1.371
1990,912.2,15.6,59.9,2.23,0,28.3886,1.1346227261911428,1,0,1,0,0,0,0,0,0,1,0,0,1,0,1.371
1990,415.0,18.0,59.9,0.27,0,45.3788,0.8415671856782186,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1.371
1990,576.0,18.6,59.9,1.49,0,12.9095,1.7298840655099674,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1.371
1990,408.9,18.5,59.9,0.49,0,88.0882,0.5187937934151675,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1.371
1990,607.9,18.6,59.9,1.26,0,6.2201,2.363680192353857,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1.371
1990,905.6,18.9,53.5,1.77,0,46.1207,0.7701082216960736,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0.987
1990,634.7,18.7,53.5,1.38,0,11.8363,1.7083778602890038,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0.987
1990,463.6,18.7,53.5,0.53,0,3.6569,2.749192144433385,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0.987
1990,159.5,17.9,53.5,0.2,0,5.1294,2.4362414778067194,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.987
1990,625.5,18.3,53.5,1.45,0,46.1207,0.7701082216960736,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0.987
1990,412.3,17.2,53.5,0.79,0,3.61,2.761274962339508,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0.987
1990,731.5,17.9,43.5,0.21,0,3.436,2.614471854142644,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1.215
1990,555.6,17.9,43.5,1.15,0,3.5395,2.587011872725154,1,0,0,1,0,0,0,0,0,1,0,1,0,0,1.215
1990,898.0,18.4,43.5,1.49,0,3.3931,2.626116818339524,1,0,1,0,0,0,0,0,0,1,0,0,1,0,1.215
1990,456.7,16.4,43.5,0.51,0,4.5983,2.347558458636777,1,0,0,0,0,1,0,0,0,0,1,1,0,0,1.215
1990,326.8,17.6,43.5,0.2,0,5.4104,2.201659174404085,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1.215
1990,663.8,18.2,43.5,1.79,0,3.293,2.6539459421090092,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1.215
1990,299.6,17.7,43.5,0.37,0,3.7991,2.5217206229107165,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1.215
1990,568.4,17.5,43.5,0.83,0,7.7957,1.884034745337226,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1.215
1990,763.8,20.6,34.0,0.85,0,4.2767,2.191653532286764,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1.367
1990,522.4,21.1,34.0,1.46,0,2.6154,2.6390573296152584,1,0,0,1,0,0,0,0,0,0,1,1,0,0,1.367
1990,682.8,19.2,34.0,0.68,0,4.4503,2.1564025828159643,1,0,1,0,0,0,0,0,0,1,0,1,0,0,1.367
1990,519.4,17.8,34.0,0.47,0,21.25,0.9555114450274363,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1.367
1990,440.1,20.4,34.0,1.06,0,3.3399,2.414126467726953,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1.367
1990,323.3,18.9,34.0,0.24,0,11.5254,1.3737155789130306,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1.367
1990,433.7,16.8,51.6,0.45,0,6.6154,2.174751721484161,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1.854
1990,630.5,17.6,51.6,2.7,0,3.918,2.6511270537025893,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1.854
1990,738.4,16.3,51.6,1.05,0,16.2264,1.430311246536665,1,0,1,0,0,0,0,0,0,0,1,0,1,0,1.854
1990,461.2,19.8,51.6,1.83,0,7.1567,2.105352923464337,1,0,0,0,1,0,0,0,0,0,1,1,0,0,1.854
1990,519.7,15.8,51.6,0.39,0,6.5152,2.188295946591918,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1.854
1990,416.8,18.8,51.6,0.4,0,11.7273,1.6863989535702288,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1.854
1990,381.3,16.9,51.6,0.53,0,14.4538,1.5195132049061133,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1.854
1990,359.4,17.3,51.6,1.09,0,4.3216,2.5603232890727545,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1.854
1990,541.2,22.8,46.9,0.68,0,6.9379,2.048982334195127,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1.181
1990,493.1,19.2,46.9,0.51,0,4.7518,2.386006701133118,1,0,0,1,0,0,0,0,0,0,1,1,0,0,1.181
1990,469.7,20.0,46.9,0.83,0,23.6869,1.091923300517313,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1.181
1990,294.8,19.2,46.9,0.29,0,14.6106,1.43746264769429,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1.181
1990,374.5,16.3,96.4,0.25,0,45.4717,1.1378330018213911,1,0,0,0,0,0,0,0,0,1,0,0,0,0,3.861
1990,737.2,15.8,96.4,2.56,0,32.349,1.3812818192963463,1,0,0,1,0,0,0,0,0,0,0,0,1,0,3.861
1990,829.1,15.7,96.4,9.8,0,10.967,2.281361456542419,1,0,0,0,1,0,0,0,0,0,1,0,1,0,3.861
1990,373.2,14.8,96.4,0.2,0,12.2646,2.1815467646169897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.861
1990,418.6,15.1,96.4,0.23,0,20.5544,1.7387102481382397,0,0,0,1,0,0,0,0,0,0,1,1,0,0,3.861
1990,527.6,18.8,96.4,2.46,0,17.9182,1.8531680973566984,0,0,0,0,1,0,0,0,0,0,0,1,0,0,3.861
1990,630.3,20.3,19.0,0.41,0,2.5886,2.1210632163706555,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0.496
1990,335.1,17.8,19.0,0.34,0,1.5152,2.605648267484129,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0.496
1990,362.5,19.6,19.0,0.31,0,7.5099,1.2612978709452054,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.496
1990,282.7,19.7,19.0,0.2,0,6.5972,1.355835153635182,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.496
1990,224.0,22.4,75.5,0.2,0,12.1971,1.9726911717329554,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0.89
1990,662.5,21.2,75.5,0.3,0,6.6578,2.5128460184772416,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0.89
1990,302.4,22.0,75.5,1.62,0,12.4382,1.9558604799084813,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0.89
1990,336.9,20.9,75.5,0.45,0,7.8646,2.3608540011180215,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0.89
1990,215.6,21.5,75.5,0.2,0,7.9557,2.3504224224082058,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.89
1990,335.2,21.4,75.5,1.38,0,18.4146,1.62924053973028,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0.89
1990,505.2,23.6,40.1,0.78,0,19.0952,1.1314021114911006,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0.48
1990,608.4,23.5,40.1,0.77,0,10.4974,1.572773928062509,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0.48
1990,571.8,25.7,40.1,1.32,0,9.6627,1.6389967146756448,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0.48
1990,174.4,23.4,40.1,0.2,0,4.4754,2.298577071596507,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0.48
1990,50.0,24.2,40.1,0.2,0,52.7632,0.5653138090500605,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.48
1990,505.8,24.7,40.1,1.18,0,3.7302,2.463853240590168,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0.48
1990,315.6,26.8,13.6,0.29,0,0.968,2.711377991194885,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0.455
1990,580.9,27.5,13.6,0.2,0,10.5426,0.8285518175661483,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0.455
1990,617.1,23.8,13.6,1.34,0,2.5468,1.8468787684491346,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0.455
1990,50.0,24.2,13.6,0.2,0,1.2154,2.5006159434931803,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0.455
1990,126.3,24.2,13.6,0.2,0,5.3543,1.264126727145683,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.455
1990,149.3,25.5,13.6,0.2,0,1.5247,2.2945529212967815,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0.455
1990,836.0,27.5,14.8,0.2,0,1.9023,2.1724764076470255,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0.266
1990,637.0,28.7,14.8,0.21,0,4.1808,1.5129270120532565,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0.266
1990,513.3,31.6,14.8,0.2,1,1.2596,2.545531271604435,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.266
1990,718.8,25.3,14.8,0.26,0,2.3455,1.9892432737616872,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0.266
1990,626.7,26.7,27.0,0.24,0,4.5685,1.9329696377795786,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0.661
1990,384.3,26.6,27.0,0.49,0,2.4816,2.474856313934499,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0.661
1990,569.9,27.0,27.0,1.84,0,7.013,1.5789787049493917,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0.661
1990,359.6,27.6,27.0,0.2,0,13.9175,1.0784095813505903,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.661
1990,501.2,25.9,27.0,0.87,0,2.1531,2.605648267484129,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0.661
1990,228.1,26.2,27.0,0.2,0,39.1304,0.5247285289349821,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0.661
1990,987.6,26.0,8.3,0.2,0,0.9161,2.3085671646715933,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0.678
1990,828.0,25.8,8.3,0.27,0,0.9765,2.2512917986064953,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0.678
1990,622.0,28.7,8.3,0.87,0,1.2444,2.0373166153791646,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0.678
1990,801.6,28.3,8.3,0.2,0,3.2937,1.2584609896100056,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0.678
1990,476.3,25.5,8.3,0.39,0,0.8342,2.3933394562625097,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0.678
1990,386.1,28.1,8.3,0.42,0,3.3468,1.247032293786383,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.678
1990,274.6,29.6,40.7,0.2,0,6.1948,2.0241930674493576,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0.341
1990,138.0,28.6,40.7,0.2,0,10.0246,1.6213664832993742,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0.341
1990,222.6,28.0,40.7,0.21,0,3.7237,2.4790562361098245,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0.341
1990,68.4,31.5,40.7,0.2,1,3.6601,2.4948569806411682,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.341
1990,304.5,27.2,40.7,0.28,0,5.2857,2.163323025660538,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.341
1990,342.4,28.6,40.7,0.94,0,3.6799,2.4898941912990393,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.341
1990,659.5,26.1,44.8,0.2,0,3.7055,2.5718485799218085,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0.339
1990,503.4,29.1,44.8,0.2,0,7.8185,1.9065751436566365,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0.339
1990,399.3,29.3,44.8,0.2,0,3.6721,2.580216829592325,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.339
1990,626.2,29.3,44.8,0.23,0,10.8738,1.6331544390514163,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0.339
1990,650.7,23.2,24.4,0.55,0,2.2997,2.4518667957098,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0.628
1990,513.2,24.4,24.4,0.82,0,4.7563,1.81319474994812,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0.628
1990,164.7,23.6,24.4,0.2,0,15.0617,0.9631743177730056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.628
1990,522.4,22.7,24.4,0.95,0,2.9327,2.2321626286975,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0.628
1990,277.9,33.0,18.5,0.32,1,4.768,1.5851452198650557,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0.251
1990,255.9,32.1,18.5,0.2,1,1.2358,2.770711962226921,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0.251
1990,162.7,31.4,18.5,0.2,1,1.4047,2.6511270537025893,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0.251
1990,50.0,29.9,18.5,0.2,0,4.6717,1.601405740736836,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0.251
1990,81.8,30.8,18.5,0.2,1,16.6667,0.7466879474879752,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.251
1990,50.0,30.6,18.5,0.2,1,5.0546,1.5390154481375546,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0.251
1990,318.0,32.2,16.7,0.74,1,1.1231,2.7644305345383176,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0.239
1990,277.9,31.1,16.7,0.2,1,4.5135,1.547562508716013,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.239
1990,215.7,32.3,16.7,0.2,1,12.4627,0.8501509293696101,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0.239
1990,50.7,34.0,16.7,0.2,1,1.3544,2.5900171341906173,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.239
1990,78.0,32.2,16.7,0.2,1,1.8352,2.312535423847214,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.239
1990,128.8,32.6,16.7,0.2,1,1.2472,2.6665335208992764,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.239
1990,229.8,33.0,30.4,0.3,1,5.1525,1.9315214116032138,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0.215
1990,218.2,32.9,30.4,0.2,1,18.0952,0.9858167945227653,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0.215
1990,104.8,29.8,30.4,0.2,0,2.4398,2.599722324216582,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0.215
1990,185.5,32.6,30.4,0.26,1,6.9565,1.6808279085207734,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0.215
1990,126.1,35.1,30.4,0.2,1,2.8227,2.4655539212721855,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.215
1990,137.6,35.0,30.4,0.2,1,3.2101,2.3485140248824456,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0.215
1990,145.0,34.0,29.8,0.2,1,10.53,1.3428648031925547,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0.216
1990,190.0,34.7,29.8,0.2,1,3.1534,2.34660197841082,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0.216
1990,168.1,35.1,29.8,0.25,1,3.0753,2.3693087250369538,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0.216
1990,120.8,35.3,29.8,0.2,1,2.0609,2.738256043159276,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0.216
1990,178.8,33.3,29.8,0.2,1,14.9749,1.095273387402595,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.216
1990,132.1,34.8,29.8,0.2,1,20.1351,0.9082585601768908,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0.216
1990,620.5,21.4,32.9,0.64,0,2.2503,2.7485521444115397,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1.081
1990,545.8,21.4,32.9,1.73,0,40.122,0.598836501088704,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1.081
1990,70.6,22.9,32.9,0.2,0,7.3602,1.6992786164338898,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1.081
1990,171.2,21.8,32.9,0.26,0,3.1155,2.4475508632442313,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1.081
1990,314.8,24.6,38.1,0.2,0,5.7815,2.0268315914075385,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0.34
1990,471.6,27.1,38.1,0.84,0,10.6128,1.5238800240724537,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0.34
1990,222.8,25.7,38.1,0.2,0,2.924,2.6411978941143697,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.34
1990,214.2,26.3,38.1,0.34,0,3.262,2.5400259490090797,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0.34
1990,622.6,21.9,29.6,0.58,0,2.1372,2.6979998652487085,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0.617
1990,708.1,23.6,29.6,1.28,0,13.4545,1.1631508098056809,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0.617
1990,251.1,21.4,29.6,0.2,0,20.6993,0.8878912573524571,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.617
1990,139.9,23.7,29.6,0.2,0,5.92,1.791759469228055,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0.617
1990,558.7,18.2,59.6,2.55,0,6.4783,2.322387720290225,1,0,0,0,0,0,0,0,1,0,1,1,0,0,1.385
1990,428.3,19.4,59.6,0.9,0,7.9786,2.136530508663963,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1.385
